series,condition,metric,estimate,ci_low,ci_high
main,nats-periodic:1,cycle_ms.mean,0.43893912884521435,0.4342907332218921,0.44427940042358427
main,nats-periodic:1,cycle_ms.p50,0.4376006,0.43305144749999996,0.44343281249999994
main,nats-periodic:1,cycle_ms.p95,0.5256426000000001,0.5231496800000001,0.5283626050000001
main,nats-periodic:1,cycle_ms.p99,0.6356136999999998,0.626926835,0.6459957900000001
main,nats-periodic:1,ack_ms.p99,0.30648620000000004,0.3026873775000001,0.31040361
main,nats-periodic:1,drain_delivery_ms.p99,7155.0368703,7079.68349541,7241.242254485001
main,nats-periodic:16,publish_mps,48574.329092968364,46155.66420872474,50373.67561790846
main,nats-periodic:16,publish_ms.p50,0.28487880000000004,0.278166065,0.2931714325
main,nats-periodic:16,publish_ms.p95,0.6074609,0.562472585,0.6723714525
main,nats-periodic:16,publish_ms.p99,1.0644177,0.9316740875,1.2669300149999998
main,nats-periodic:16,drain_mps,28031.067726551097,26890.52370162457,28966.78850445863
main,nats-periodic:16,cycle_ms.mean,0.5716847593017581,0.5511923170065315,0.5973811677076717
main,nats-periodic:16,cycle_ms.p50,0.5047846,0.49406429999999996,0.5176672775
main,nats-periodic:16,cycle_ms.p95,0.9102314,0.8655670350000001,0.9639486750000001
main,nats-periodic:16,cycle_ms.p99,1.5203789999999997,1.392217695,1.71390804
main,nats-periodic:16,ack_ms.p99,0.7761433,0.7191962875,0.85623591
main,nats-periodic:16,drain_delivery_ms.p99,580.5683801,559.3552391049999,606.8225434850001
main,nats-periodic:2,publish_mps,47599.04941895184,45403.4463552233,49222.719105070435
main,nats-periodic:2,publish_ms.p50,0.28986199999999995,0.28377100000000005,0.2967617925
main,nats-periodic:2,publish_ms.p95,0.6167149,0.5757729924999999,0.6798815175
main,nats-periodic:2,publish_ms.p99,1.0711312000000002,0.95522123,1.2459008125
main,nats-periodic:2,drain_mps,5504.594274514917,5204.381042924897,5838.589770845374
main,nats-periodic:2,cycle_ms.mean,0.364616989331055,0.3440861509277345,0.3830602900225837
main,nats-periodic:2,cycle_ms.p50,0.34775,0.32365737250000004,0.36909464999999997
main,nats-periodic:2,cycle_ms.p95,0.463549,0.4460231,0.4822350999999999
main,nats-periodic:2,cycle_ms.p99,0.6272643,0.5944886974999999,0.6681226025
main,nats-periodic:2,ack_ms.p99,0.3005147,0.2860604375,0.319015315
main,nats-periodic:2,drain_delivery_ms.p99,2970.7736122,2802.9532096175,3121.1301355375
main,nats-periodic:4,publish_mps,49454.49870124817,48365.16824068642,50414.52631002262
main,nats-periodic:4,publish_ms.p50,0.2810189,0.2763703725,0.2865898050000001
main,nats-periodic:4,publish_ms.p95,0.5739119,0.5551941774999999,0.596116315
main,nats-periodic:4,publish_ms.p99,0.9961230000000001,0.945982115,1.0596405275000003
main,nats-periodic:4,drain_mps,11430.030265768659,11226.694042780744,11651.685196644006
main,nats-periodic:4,cycle_ms.mean,0.3491354044982911,0.34251233393753083,0.35528162302337624
main,nats-periodic:4,cycle_ms.p50,0.3214694,0.31645001749999996,0.32603911750000003
main,nats-periodic:4,cycle_ms.p95,0.4763173,0.463944725,0.4891570275
main,nats-periodic:4,cycle_ms.p99,0.664097,0.637378495,0.6951370374999999
main,nats-periodic:4,ack_ms.p99,0.3321467,0.31685631000000003,0.3492788475
main,nats-periodic:4,drain_delivery_ms.p99,1421.1124531,1393.717394595,1446.6060497925
main,nats-periodic:8,publish_mps,48266.963810385125,47326.79720257662,49131.281463046216
main,nats-periodic:8,publish_ms.p50,0.2870651,0.283020855,0.291408725
main,nats-periodic:8,publish_ms.p95,0.599501,0.5815003124999999,0.6203299500000001
main,nats-periodic:8,publish_ms.p99,1.0030642999999997,0.9568035850000003,1.05430309
main,nats-periodic:8,drain_mps,19549.038021009965,19275.563035432424,19796.313604344887
main,nats-periodic:8,cycle_ms.mean,0.4082229096252445,0.40301575891632135,0.41405393876953156
main,nats-periodic:8,cycle_ms.p50,0.3709169,0.3687607,0.37330387249999997
main,nats-periodic:8,cycle_ms.p95,0.5515937999999999,0.54290132,0.5604494525000001
main,nats-periodic:8,cycle_ms.p99,0.8574668000000001,0.8213451175,0.9074539749999999
main,nats-periodic:8,ack_ms.p99,0.4294301,0.41124089750000004,0.45067714249999996
main,nats-periodic:8,drain_delivery_ms.p99,829.5979251000001,818.7180206475,841.6571910524999
main,redis-always:1,publish_mps,4973.709165018614,4850.636479787835,5096.703614475998
main,redis-always:1,publish_ms.p50,3.1101425,3.0640583550000002,3.1532199575
main,redis-always:1,publish_ms.p95,3.9230513,3.5490986925000003,4.415456799999999
main,redis-always:1,publish_ms.p99,5.5522253,5.0417207,6.1205365125
main,redis-always:1,drain_mps,291.817260511057,288.0517818552067,295.49743607259234
main,redis-always:1,cycle_ms.mean,3.425639478521732,3.382421901331636,3.47049022571442
main,redis-always:1,cycle_ms.p50,3.3215461,3.2829973650000004,3.3640350150000002
main,redis-always:1,cycle_ms.p95,3.8247191000000003,3.76572952,3.8822372
main,redis-always:1,cycle_ms.p99,5.9420474,5.8470181525,6.043805
main,redis-always:1,ack_ms.p99,2.9455406,2.8959367499999997,3.0056836024999996
main,redis-always:1,drain_delivery_ms.p99,55604.9090493,54894.97653698499,56343.006595145
main,redis-always:16,publish_mps,4225.905000378878,3100.3508844102503,5022.617348717363
main,redis-always:16,publish_ms.p50,4.7497543,3.10276372,7.965812367500001
main,redis-always:16,publish_ms.p95,11.530680999999998,3.6509667975,22.76224062
main,redis-always:16,publish_ms.p99,15.6608656,5.308209300000001,30.286509599999995
main,redis-always:16,drain_mps,2508.12892316003,2468.4804629412106,2549.325210837245
main,redis-always:16,cycle_ms.mean,6.378058563244633,6.273736078130353,6.479054658822029
main,redis-always:16,cycle_ms.p50,6.2140515,6.1214695375,6.310009415000001
main,redis-always:16,cycle_ms.p95,6.9048,6.794134700000001,7.0180833675
main,redis-always:16,cycle_ms.p99,10.3108003,9.5392011625,10.968094104999999
main,redis-always:16,ack_ms.p99,5.192476299999999,4.911776797499999,5.446274215
main,redis-always:16,drain_delivery_ms.p99,6469.7013078,6363.9310502625,6572.091445064999
main,redis-always:2,publish_mps,5057.072390781957,4957.548877575021,5144.7322786340255
main,redis-always:2,publish_ms.p50,3.0996113999999997,3.0387573249999997,3.1664512999999994
main,redis-always:2,publish_ms.p95,3.5502027,3.4617263525,3.6504119600000005
main,redis-always:2,publish_ms.p99,4.9919615,4.4835872000000005,5.522740997500001
main,redis-always:2,drain_mps,340.0192358873454,334.40121670421365,345.1524428040982
main,redis-always:2,cycle_ms.mean,5.883209142730726,5.793502886415415,5.982169592040118
main,redis-always:2,cycle_ms.p50,5.7105766000000004,5.625086675,5.8057191475
main,redis-always:2,cycle_ms.p95,6.3362699,6.208607747499999,6.47449046
main,redis-always:2,cycle_ms.p99,10.9152168,10.7177860075,11.144388974999998
main,redis-always:2,ack_ms.p99,5.413349500000001,5.29989647,5.542795554999999
main,redis-always:2,drain_delivery_ms.p99,47736.5021918,47012.4721950025,48529.82756342999
main,redis-always:4,publish_mps,5056.400709944439,4948.445703226359,5155.519289246706
main,redis-always:4,publish_ms.p50,3.0816113,3.0337833624999995,3.1317712325000002
main,redis-always:4,publish_ms.p95,3.7541776,3.4884276950000004,4.1863319825
main,redis-always:4,publish_ms.p99,5.7933988,5.111242800000001,6.453912064999998
main,redis-always:4,drain_mps,669.7336017300247,660.6267533776065,678.7341499438082
main,redis-always:4,cycle_ms.mean,5.9724274460144,5.892257989238439,6.053572216242674
main,redis-always:4,cycle_ms.p50,5.7632893,5.6958753474999995,5.83493659
main,redis-always:4,cycle_ms.p95,6.4114301,6.288731197500001,6.5591089275
main,redis-always:4,cycle_ms.p99,11.2909384,10.614369202500002,11.959748574999999
main,redis-always:4,ack_ms.p99,5.5871142,5.2470764050000005,5.941292332499999
main,redis-always:4,drain_delivery_ms.p99,24240.6713978,23912.543228500002,24572.8962066325
main,redis-always:8,publish_mps,5065.9983140794375,5002.910587700697,5125.570108995295
main,redis-always:8,publish_ms.p50,3.0814969999999997,3.04941376,3.11775214
main,redis-always:8,publish_ms.p95,3.5338746,3.4869520075,3.5907461024999994
main,redis-always:8,publish_ms.p99,5.361719500000001,4.873594477499999,5.836518354999999
main,redis-always:8,drain_mps,1310.9056943061098,1296.4156420638603,1326.262660581733
main,redis-always:8,cycle_ms.mean,6.101085976281734,6.030332405691826,6.168251097482767
main,redis-always:8,cycle_ms.p50,5.9109837999999995,5.844650097500001,5.97898618
main,redis-always:8,cycle_ms.p95,6.5826929000000005,6.479766822499999,6.700421534999999
main,redis-always:8,cycle_ms.p99,11.3952415,10.724124024999998,12.185785717499998
main,redis-always:8,ack_ms.p99,5.6931034,5.315136334999999,6.1239450725
main,redis-always:8,drain_delivery_ms.p99,12379.971099400002,12235.948139537499,12517.13423002
main,redis-memory:1,publish_mps,66851.64761665344,64906.84582860137,68485.05856363899
main,redis-memory:1,publish_ms.p50,0.21113180000000004,0.2078433,0.21505196000000001
main,redis-memory:1,publish_ms.p95,0.43758759999999997,0.41402675000000005,0.4638320724999999
main,redis-memory:1,publish_ms.p99,0.6618877,0.6389824224999999,0.6912309375
main,redis-memory:1,drain_mps,2889.6660462134246,2742.9358791173167,3008.769659799932
main,redis-memory:1,cycle_ms.mean,0.3461445379455569,0.3304694720759585,0.3661630144267287
main,redis-memory:1,cycle_ms.p50,0.3477269,0.3329505925,0.36787009000000004
main,redis-memory:1,cycle_ms.p95,0.4224297999999999,0.40984608750000007,0.4379495775
main,redis-memory:1,cycle_ms.p99,0.5429298,0.5140759799999999,0.5805479625000001
main,redis-memory:1,ack_ms.p99,0.25685839999999993,0.2422414,0.27655445
main,redis-memory:1,drain_delivery_ms.p99,5649.8752939999995,5396.4082985000005,5973.784299502499
main,redis-memory:16,publish_mps,68329.21978120191,66965.35298494961,69576.09272910908
main,redis-memory:16,publish_ms.p50,0.20741840000000003,0.2046037,0.210578325
main,redis-memory:16,publish_ms.p95,0.4158809,0.400023675,0.43354723
main,redis-memory:16,publish_ms.p99,0.6743544000000001,0.6455776875,0.7125652375
main,redis-memory:16,drain_mps,36372.00103675014,35939.45894928698,36826.57504079735
main,redis-memory:16,cycle_ms.mean,0.43885823032836974,0.4334248575628678,0.4440975357167052
main,redis-memory:16,cycle_ms.p50,0.4195888,0.416255945,0.42304903750000006
main,redis-memory:16,cycle_ms.p95,0.6175764,0.5913701000000001,0.645610745
main,redis-memory:16,cycle_ms.p99,0.8673426000000001,0.8337430825,0.9017185575
main,redis-memory:16,ack_ms.p99,0.46625459999999996,0.44017029999999996,0.4943775075
main,redis-memory:16,drain_delivery_ms.p99,445.7971974,440.35708652,451.0248173675
main,redis-memory:2,publish_mps,68416.17082887908,66838.14816890688,69705.52687719015
main,redis-memory:2,publish_ms.p50,0.20875830000000004,0.20581110000000002,0.212883195
main,redis-memory:2,publish_ms.p95,0.41862780000000005,0.40213286249999997,0.4347210475
main,redis-memory:2,publish_ms.p99,0.646757,0.6325453974999999,0.6625498074999999
main,redis-memory:2,drain_mps,6474.168783367089,6057.039042994778,6902.988897283516
main,redis-memory:2,cycle_ms.mean,0.3109252056213377,0.2912469836866759,0.33089100669372523
main,redis-memory:2,cycle_ms.p50,0.3024956,0.284058095,0.3182253025
main,redis-memory:2,cycle_ms.p95,0.40764849999999997,0.38829415250000004,0.42674752
main,redis-memory:2,cycle_ms.p99,0.5086697,0.48767305499999997,0.5307771749999999
main,redis-memory:2,ack_ms.p99,0.25157250000000003,0.24039049,0.2629128
main,redis-memory:2,drain_delivery_ms.p99,2532.2837105000003,2371.7989706199996,2695.9476722124996
main,redis-memory:4,publish_mps,66803.91696659694,64454.50650723426,68406.02498671217
main,redis-memory:4,publish_ms.p50,0.2098512,0.20688078749999997,0.2136711775
main,redis-memory:4,publish_ms.p95,0.44434830000000003,0.42028177499999997,0.4796563350000001
main,redis-memory:4,publish_ms.p99,0.6881248,0.6550904925000001,0.7252217
main,redis-memory:4,drain_mps,13210.574263138094,12822.987604326432,13643.522930111649
main,redis-memory:4,cycle_ms.mean,0.30243526307983404,0.2928524486314387,0.31115744638488785
main,redis-memory:4,cycle_ms.p50,0.2919078,0.28015038750000004,0.3025506275
main,redis-memory:4,cycle_ms.p95,0.4048338,0.38972600249999995,0.41997448749999994
main,redis-memory:4,cycle_ms.p99,0.5394393,0.5149167699999999,0.5666371325
main,redis-memory:4,ack_ms.p99,0.2771222,0.2634957725,0.2917329
main,redis-memory:4,drain_delivery_ms.p99,1231.1636334999998,1192.337183225,1266.297729555
main,redis-memory:8,publish_mps,67667.77569746537,64528.234678299625,70265.79097603363
main,redis-memory:8,publish_ms.p50,0.2110644,0.20451632500000003,0.2205037775
main,redis-memory:8,publish_ms.p95,0.4233745,0.39771961250000004,0.45105102750000003
main,redis-memory:8,publish_ms.p99,0.650186,0.6259664699999999,0.67578569
main,redis-memory:8,drain_mps,24419.36075435464,23977.423794857354,24826.22893812518
main,redis-memory:8,cycle_ms.mean,0.3268012940246586,0.3212992136544804,0.3328290782402034
main,redis-memory:8,cycle_ms.p50,0.3138832,0.31148976000000006,0.31634161000000005
main,redis-memory:8,cycle_ms.p95,0.4275289,0.41482867,0.4422385575
main,redis-memory:8,cycle_ms.p99,0.5656665000000001,0.5376939625,0.6003457600000001
main,redis-memory:8,ack_ms.p99,0.2896813,0.2740283725,0.3093666375
main,redis-memory:8,drain_delivery_ms.p99,664.3721981000001,653.320474415,676.2432909
main,redis-periodic:1,publish_mps,60254.7066523301,58736.75678441772,61648.04268442134
main,redis-periodic:1,publish_ms.p50,0.24707290000000004,0.24226345000000005,0.2524599225
main,redis-periodic:1,publish_ms.p95,0.4247993,0.40061573,0.4489822175
main,redis-periodic:1,publish_ms.p99,0.6369064,0.6147765525000001,0.6604733750000001
main,redis-periodic:1,drain_mps,2661.1733566150065,2557.858392409753,2760.799325173326
main,redis-periodic:1,cycle_ms.mean,0.37503444487914983,0.3606058746421809,0.39004850655105533
main,redis-periodic:1,cycle_ms.p50,0.3759341,0.36086156,0.39123442250000007
main,redis-periodic:1,cycle_ms.p95,0.4447653,0.43307130750000006,0.457133285
main,redis-periodic:1,cycle_ms.p99,0.5650036,0.5507072150000001,0.5813546624999999
main,redis-periodic:1,ack_ms.p99,0.2639167,0.255340775,0.2726259124999999
main,redis-periodic:1,drain_delivery_ms.p99,6116.8692745,5881.5627493950005,6361.1061767775
main,redis-periodic:16,publish_mps,56259.49586826448,51275.241272687366,59456.88980101219
main,redis-periodic:16,publish_ms.p50,0.25660659999999996,0.25021314250000004,0.26597408250000004
main,redis-periodic:16,publish_ms.p95,0.48804379999999997,0.4337855375,0.5678752125000001
main,redis-periodic:16,publish_ms.p99,0.9579555,0.6424152275000002,1.5673137225
main,redis-periodic:16,drain_mps,29315.15996380967,27732.759042757258,30503.25948881615
main,redis-periodic:16,cycle_ms.mean,0.548447437109376,0.523453505614472,0.5829427918061838
main,redis-periodic:16,cycle_ms.p50,0.5138054000000001,0.5054504974999999,0.52403081
main,redis-periodic:16,cycle_ms.p95,0.8014005,0.7336852599999999,0.8843660600000001
main,redis-periodic:16,cycle_ms.p99,1.334126,0.9648235225000001,1.9505771800000002
main,redis-periodic:16,ack_ms.p99,0.7829719,0.5409547349999999,1.2064805675
main,redis-periodic:16,drain_delivery_ms.p99,557.5971036000001,531.8892222775,593.0994997524998
main,redis-periodic:2,publish_mps,58204.579842347695,57196.70659459572,59163.947714867805
main,redis-periodic:2,publish_ms.p50,0.252888,0.24954858999999996,0.2568231825
main,redis-periodic:2,publish_ms.p95,0.4553255000000001,0.4437197825,0.4673168749999999
main,redis-periodic:2,publish_ms.p99,0.6683201999999999,0.6503597575000001,0.6864726675
main,redis-periodic:2,drain_mps,6340.983137730472,5813.983012777523,6897.319148426984
