record_id,series,trial_key,profile,category,stage,source,source_line,timed_start_ns,timed_end_ns,timing_scope,utc_end,nominal_censor_budget_ms,confirmed_messages,note
historical-374,serial,Tserial013,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,13,18211919079755015,18211924112212175,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:11.323552955Z,,1024,
historical-375,serial,Tserial014,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,14,18211924287902516,18211924846397618,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:12.052531371Z,,1024,
historical-376,serial,Tserial015,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,15,18211925059694937,18211925754233970,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:12.962336621Z,,1024,
historical-377,serial,Tserial016,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,16,18211926368057434,18211928509190475,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:15.718829794Z,,1024,
historical-378,serial,Tserial017,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,17,18211928659841266,18211929223456473,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:16.428494174Z,,1024,
historical-379,serial,Tserial018,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,18,18211929428272793,18211930162854033,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:17.371376921Z,,1024,
historical-380,serial,Tserial019,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,19,18211930330366348,18211930922045850,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:18.128616421Z,,1024,
historical-381,serial,Tserial020,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,20,18211931133187657,18211931848032412,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:19.056074388Z,,1024,
historical-382,serial,Tserial021,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,21,18211933137482631,18211938150281303,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:25.359832539Z,,1024,
historical-383,serial,Tserial022,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,22,18211938737897057,18211940914194384,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:28.123281163Z,,1024,
historical-384,serial,Tserial023,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,23,18211941069714795,18211941590382305,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:28.798545474Z,,1024,
historical-385,serial,Tserial024,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,24,18211941802528108,18211942516774700,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:29.725063259Z,,1024,
historical-386,serial,Tserial025,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,25,18211942695989039,18211943252783789,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:30.459402234Z,,1024,
historical-387,serial,Tserial026,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,26,18211943467381524,18211944158752265,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:31.36543804Z,,1024,
historical-388,serial,Tserial027,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,27,18211945450487703,18211950569852134,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:37.780131756Z,,1024,
historical-389,serial,Tserial028,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,28,18211950794217485,18211951364460283,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:38.573337351Z,,1024,
historical-390,serial,Tserial029,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,29,18211951531975191,18211952055229565,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:39.262712623Z,,1024,
historical-391,serial,Tserial030,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,30,18211952656516303,18211954819243134,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:42.025007116Z,,1024,
historical-392,serial,Tserial031,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,31,18211955423275973,18211957579056475,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:44.788580959Z,,1024,
historical-393,serial,Tserial032,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,32,18211958828520710,18211964053089090,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:51.263685113Z,,1024,
historical-394,serial,Tserial033,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,33,18211964275278149,18211965014819171,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:52.223011365Z,,1024,
historical-395,serial,Tserial034,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,34,18211965178636582,18211965749367221,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:52.956661647Z,,1024,
historical-396,serial,Tserial035,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,35,18211965914455116,18211966450877799,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:53.657135512Z,,1024,
historical-397,serial,Tserial036,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,36,18211966651781711,18211967333994362,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:54.542145679Z,,1024,
historical-398,serial,Tserial037,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,37,18211967501854203,18211968176874121,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:09:55.384962079Z,,1024,
historical-399,serial,Tserial038,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,38,18211969460801803,18211974541102091,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:01.751203551Z,,1024,
historical-400,serial,Tserial039,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,39,18211974756786043,18211975476695443,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:02.687340582Z,,1024,
historical-401,serial,Tserial040,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,40,18211976095267274,18211978318327514,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:05.527230743Z,,1024,
historical-402,serial,Tserial041,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,41,18211978474609709,18211979109098780,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:06.317365151Z,,1024,
historical-403,serial,Tserial042,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,42,18211979281499188,18211979807930214,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:07.014977252Z,,1024,
historical-404,serial,Tserial043,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,43,18211980374054331,18211982593450838,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:09.800121082Z,,1024,
historical-405,serial,Tserial044,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,44,18211982800685276,18211983486835835,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:10.694512495Z,,1024,
historical-406,serial,Tserial045,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,45,18211984727724735,18211989803078543,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:17.013268579Z,,1024,
historical-407,serial,Tserial046,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,46,18211989973269206,18211990550557578,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:17.758039417Z,,1024,
historical-408,serial,Tserial047,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,47,18211990731857455,18211991300228867,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:18.50848604Z,,1024,
historical-409,serial,Tserial048,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,48,18211991502134022,18211992210962579,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:19.419413378Z,,1024,
historical-410,serial,Tserial049,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,49,18211993529571245,18211998560628427,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:25.769625641Z,,1024,
historical-411,serial,Tserial050,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,50,18211999162760957,18212001337934172,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:28.546479792Z,,1024,
historical-412,serial,Tserial051,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,51,18212001493492169,18212002007224549,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:29.215525387Z,,1024,
historical-413,serial,Tserial052,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,52,18212002223713849,18212002941978918,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:30.150875548Z,,1024,
historical-414,serial,Tserial053,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,53,18212003158367350,18212003839719361,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:31.048083817Z,,1024,
historical-415,serial,Tserial054,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,54,18212004030951588,18212004640149471,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:31.847673989Z,,1024,
historical-416,serial,Tserial055,nats-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,55,18212005278457898,18212007462748575,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:34.665119961Z,,1024,
historical-417,serial,Tserial056,redis-always,completed,prefill_and_drain,data/raw/serial/summary.jsonl,56,18212008752125945,18212013844946694,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:41.048758371Z,,1024,
historical-418,serial,Tserial057,redis-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,57,18212013974700717,18212014352132127,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:41.553767499Z,,1024,
historical-419,serial,Tserial058,nats-periodic,completed,prefill_and_drain,data/raw/serial/summary.jsonl,58,18212014494463116,18212014951838665,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:42.154315736Z,,1024,
historical-420,serial,Tserial059,redis-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,59,18212015060900558,18212015486987603,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:42.688695588Z,,1024,
historical-421,serial,Tserial060,nats-memory,completed,prefill_and_drain,data/raw/serial/summary.jsonl,60,18212015623963272,18212016268929274,Prefill start to last consumer acknowledgment; excludes setup and warm-up,2026-09-23T23:10:43.477959408Z,,1024,
historical-422,recovery,R000,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,1,18212017055888767,18212017313607562,Kill invocation to redelivery receipt,,7000,,
historical-423,recovery,R001,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,2,18212017435011847,18212018337228792,Kill invocation to redelivery receipt,,7000,,
historical-424,recovery,R002,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,3,18212018450734602,18212019353729207,Kill invocation to redelivery receipt,,7000,,
historical-425,recovery,R003,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,4,18212019392653242,,Kill invocation recorded; exact observation endpoint unavailable,,500,,
historical-426,recovery,R004,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,5,18212020674565452,18212020926606940,Kill invocation to redelivery receipt,,7000,,
historical-427,recovery,R005,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,6,18212021131095916,18212021201729433,Kill invocation to redelivery receipt,,3250,,
historical-428,recovery,R006,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,7,18212021243950478,18212021476780860,Kill invocation to redelivery receipt,,3250,,
historical-429,recovery,R007,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,8,18212021516561824,18212021750833616,Kill invocation to redelivery receipt,,3250,,
historical-430,recovery,R008,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,9,18212021797730269,18212022023683346,Kill invocation to redelivery receipt,,3250,,
historical-431,recovery,R009,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,10,18212022790278876,18212023052823667,Kill invocation to redelivery receipt,,7000,,
historical-432,recovery,R010,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,11,18212023820827612,18212024079444725,Kill invocation to redelivery receipt,,7000,,
historical-433,recovery,R011,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,12,18212024198503700,18212025104791902,Kill invocation to redelivery receipt,,7000,,
historical-434,recovery,R012,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,13,18212025313404299,18212025377874723,Kill invocation to redelivery receipt,,3250,,
historical-435,recovery,R013,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,14,18212025590823144,18212025654559698,Kill invocation to redelivery receipt,,3250,,
historical-436,recovery,R014,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,15,18212025862311340,18212025925777094,Kill invocation to redelivery receipt,,3250,,
historical-437,recovery,R015,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,16,18212026127695006,18212026197425848,Kill invocation to redelivery receipt,,3250,,
historical-438,recovery,R016,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,17,18212026313626543,,Kill invocation recorded; exact observation endpoint unavailable,,2000,,
historical-439,recovery,R017,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,18,18212028499937940,18212029410092853,Kill invocation to redelivery receipt,,7000,,
historical-440,recovery,R018,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,19,18212029463969389,18212029694495184,Kill invocation to redelivery receipt,,3250,,
historical-441,recovery,R019,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,20,18212029813783392,18212030721988812,Kill invocation to redelivery receipt,,7000,,
historical-442,recovery,R020,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,21,18212030839820840,18212031748290086,Kill invocation to redelivery receipt,,7000,,
historical-443,recovery,R021,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,22,18212031949849589,18212032019382489,Kill invocation to redelivery receipt,,3250,,
historical-444,recovery,R022,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,23,18212032064098026,18212032290497672,Kill invocation to redelivery receipt,,3250,,
historical-445,recovery,R023,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,24,18212032331218337,18212032638902477,Kill invocation to redelivery receipt,,3250,,
historical-446,recovery,R024,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,25,18212032681250341,18212032914505679,Kill invocation to redelivery receipt,,3250,,
historical-447,recovery,R025,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,26,18212033681294686,18212033932530615,Kill invocation to redelivery receipt,,7000,,
historical-448,recovery,R026,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,27,18212034136607526,18212034204831956,Kill invocation to redelivery receipt,,3250,,
historical-449,recovery,R027,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,28,18212034246551998,18212034498805209,Kill invocation to redelivery receipt,,3250,,
historical-450,recovery,R028,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,29,18212035266273752,18212035525411713,Kill invocation to redelivery receipt,,7000,,
historical-451,recovery,R029,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,30,18212035635643203,18212036549351957,Kill invocation to redelivery receipt,,7000,,
historical-452,recovery,R030,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,31,18212036585572478,18212036815455046,Kill invocation to redelivery receipt,,3250,,
historical-453,recovery,R031,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,32,18212037585590524,18212037842841257,Kill invocation to redelivery receipt,,7000,,
historical-454,recovery,R032,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,33,18212037967906040,18212038873269299,Kill invocation to redelivery receipt,,7000,,
historical-455,recovery,R033,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,34,18212039003292020,18212039955415233,Kill invocation to redelivery receipt,,7000,,
historical-456,recovery,R034,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,35,18212040721569564,18212041048625055,Kill invocation to redelivery receipt,,7000,,
historical-457,recovery,R035,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,36,18212041813545137,18212042074172135,Kill invocation to redelivery receipt,,7000,,
historical-458,recovery,R036,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,37,18212042285101455,18212042348720783,Kill invocation to redelivery receipt,,3250,,
historical-459,recovery,R037,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,38,18212042393263207,18212042651427900,Kill invocation to redelivery receipt,,3250,,
historical-460,recovery,R038,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,39,18212042695952827,18212042925163417,Kill invocation to redelivery receipt,,3250,,
historical-461,recovery,R039,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,40,18212043129816205,18212043224114885,Kill invocation to redelivery receipt,,3250,,
historical-462,recovery,R040,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,41,18212043426579519,18212043494324926,Kill invocation to redelivery receipt,,3250,,
historical-463,recovery,R041,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,42,18212043612972656,18212044522862730,Kill invocation to redelivery receipt,,7000,,
historical-464,recovery,R042,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,43,18212044570040500,18212044795891662,Kill invocation to redelivery receipt,,3250,,
historical-465,recovery,R043,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,44,18212044911715029,18212045825460379,Kill invocation to redelivery receipt,,7000,,
historical-466,recovery,R044,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,45,18212046597336083,18212046856326544,Kill invocation to redelivery receipt,,7000,,
historical-467,recovery,R045,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,46,18212046976621065,18212047886666956,Kill invocation to redelivery receipt,,7000,,
historical-468,recovery,R046,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,47,18212048008498506,18212048915646384,Kill invocation to redelivery receipt,,7000,,
historical-469,recovery,R047,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,48,18212049038581958,18212049945188183,Kill invocation to redelivery receipt,,7000,,
historical-470,recovery,R048,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,49,18212050154802441,18212050305125213,Kill invocation to redelivery receipt,,3250,,
historical-471,recovery,R049,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,50,18212051070483903,18212051392873085,Kill invocation to redelivery receipt,,7000,,
historical-472,recovery,R050,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,51,18212051434228435,18212051662614046,Kill invocation to redelivery receipt,,3250,,
historical-473,recovery,R051,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,52,18212051862159136,18212051926452912,Kill invocation to redelivery receipt,,3250,,
historical-474,recovery,R052,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,53,18212052134951359,18212052198299036,Kill invocation to redelivery receipt,,3250,,
historical-475,recovery,R053,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,54,18212052321687373,18212053257664325,Kill invocation to redelivery receipt,,7000,,
historical-476,recovery,R054,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,55,18212054019255960,18212054349859659,Kill invocation to redelivery receipt,,7000,,
historical-477,recovery,R055,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,56,18212054466950756,18212055369612121,Kill invocation to redelivery receipt,,7000,,
historical-478,recovery,R056,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,57,18212055575502792,18212055639128416,Kill invocation to redelivery receipt,,3250,,
historical-479,recovery,R057,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,58,18212055754138052,,Kill invocation recorded; exact observation endpoint unavailable,,2000,,
historical-480,recovery,R058,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,59,18212057829033598,18212058099112137,Kill invocation to redelivery receipt,,3250,,
historical-481,recovery,R059,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,60,18212058868595695,18212059127215485,Kill invocation to redelivery receipt,,7000,,
historical-482,recovery,R060,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,61,18212059245141758,18212060148856990,Kill invocation to redelivery receipt,,7000,,
historical-483,recovery,R061,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,62,18212060915339233,18212061174228396,Kill invocation to redelivery receipt,,7000,,
historical-484,recovery,R062,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,63,18212061215145295,18212061503960802,Kill invocation to redelivery receipt,,3250,,
historical-485,recovery,R063,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,64,18212061620445608,,Kill invocation recorded; exact observation endpoint unavailable,,2000,,
historical-486,recovery,R064,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,65,18212063677793799,,Kill invocation recorded; exact observation endpoint unavailable,,500,,
historical-487,recovery,R065,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,66,18212065005902000,18212065263977622,Kill invocation to redelivery receipt,,7000,,
historical-488,recovery,R066,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,67,18212065312897140,18212065539659552,Kill invocation to redelivery receipt,,3250,,
historical-489,recovery,R067,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,68,18212065750555899,18212065814109858,Kill invocation to redelivery receipt,,3250,,
historical-490,recovery,R068,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,69,18212066583392414,18212066863784339,Kill invocation to redelivery receipt,,7000,,
historical-491,recovery,R069,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,70,18212066978697192,18212067929067766,Kill invocation to redelivery receipt,,7000,,
historical-492,recovery,R070,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,71,18212067974395851,18212068201103989,Kill invocation to redelivery receipt,,3250,,
historical-493,recovery,R071,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,72,18212068318061784,,Kill invocation recorded; exact observation endpoint unavailable,,2000,,
historical-494,recovery,R072,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,73,18212070429181078,18212070655596376,Kill invocation to redelivery receipt,,3250,,
historical-495,recovery,R073,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,74,18212070859162108,18212071020410458,Kill invocation to redelivery receipt,,3250,,
historical-496,recovery,R074,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,75,18212071129405801,,Kill invocation recorded; exact observation endpoint unavailable,,2000,,
historical-497,recovery,R075,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,76,18212073321760401,18212074228810188,Kill invocation to redelivery receipt,,7000,,
historical-498,recovery,R076,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,77,18212075008766368,18212075276346926,Kill invocation to redelivery receipt,,7000,,
historical-499,recovery,R077,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,78,18212076040099136,18212076297338649,Kill invocation to redelivery receipt,,7000,,
historical-500,recovery,R078,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,79,18212076501472492,18212076565410146,Kill invocation to redelivery receipt,,3250,,
historical-501,recovery,R079,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,80,18212076676219505,18212077576667717,Kill invocation to redelivery receipt,,7000,,
historical-502,recovery,R080,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,81,18212078338128787,18212078654599841,Kill invocation to redelivery receipt,,7000,,
historical-503,recovery,R081,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,82,18212078700029852,18212078926862583,Kill invocation to redelivery receipt,,3250,,
historical-504,recovery,R082,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,83,18212079698271262,18212079953758678,Kill invocation to redelivery receipt,,7000,,
historical-505,recovery,R083,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,84,18212080073356636,18212080985082395,Kill invocation to redelivery receipt,,7000,,
historical-506,recovery,R084,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,85,18212081026939225,18212081253182951,Kill invocation to redelivery receipt,,3250,,
historical-507,recovery,R085,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,86,18212081296409356,,Kill invocation recorded; exact observation endpoint unavailable,,500,,
historical-508,recovery,R086,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,87,18212082644643130,18212082901613459,Kill invocation to redelivery receipt,,7000,,
historical-509,recovery,R087,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,88,18212083020448223,18212084001565544,Kill invocation to redelivery receipt,,7000,,
historical-510,recovery,R088,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,89,18212084208792426,18212084358162746,Kill invocation to redelivery receipt,,3250,,
historical-511,recovery,R089,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,90,18212084566424634,18212084630020089,Kill invocation to redelivery receipt,,3250,,
historical-512,recovery,R090,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,91,18212084835170772,18212084951617537,Kill invocation to redelivery receipt,,3250,,
historical-513,recovery,R091,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,92,18212085066125506,18212086032942326,Kill invocation to redelivery receipt,,7000,,
historical-514,recovery,R092,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,93,18212086148886493,18212087077930494,Kill invocation to redelivery receipt,,7000,,
historical-515,recovery,R093,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,94,18212087842785271,18212088182143747,Kill invocation to redelivery receipt,,7000,,
historical-516,recovery,R094,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,95,18212088297292369,18212089200639904,Kill invocation to redelivery receipt,,7000,,
historical-517,recovery,R095,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,96,18212089405349351,18212089534953372,Kill invocation to redelivery receipt,,3250,,
historical-518,recovery,R096,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,97,18212089576615906,,Kill invocation recorded; exact observation endpoint unavailable,,500,,
