record_id,series,trial_key,profile,category,stage,source,source_line,timed_start_ns,timed_end_ns,timing_scope,utc_end,nominal_censor_budget_ms,confirmed_messages,note
historical-519,recovery,R097,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,98,18212090910286515,18212091161957148,Kill invocation to redelivery receipt,,7000,,
historical-520,recovery,R098,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,99,18212091209365148,18212091436220547,Kill invocation to redelivery receipt,,3250,,
historical-521,recovery,R099,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,100,18212091641215394,18212091705415818,Kill invocation to redelivery receipt,,3250,,
historical-522,recovery,R100,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,101,18212092472623970,18212092730204645,Kill invocation to redelivery receipt,,7000,,
historical-523,recovery,R101,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,102,18212092938690933,18212093002340345,Kill invocation to redelivery receipt,,3250,,
historical-524,recovery,R102,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,103,18212093046862026,18212093310351083,Kill invocation to redelivery receipt,,3250,,
historical-525,recovery,R103,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,104,18212094076232116,18212094415674154,Kill invocation to redelivery receipt,,7000,,
historical-526,recovery,R104,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,105,18212095183856210,18212095436865755,Kill invocation to redelivery receipt,,7000,,
historical-527,recovery,R105,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,106,18212095553464171,18212096490151156,Kill invocation to redelivery receipt,,7000,,
historical-528,recovery,R106,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,107,18212096611967477,18212097545932183,Kill invocation to redelivery receipt,,7000,,
historical-529,recovery,R107,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,108,18212097584718861,18212097818683313,Kill invocation to redelivery receipt,,3250,,
historical-530,recovery,R108,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,109,18212097857991160,18212098087607784,Kill invocation to redelivery receipt,,3250,,
historical-531,recovery,R109,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,110,18212098128035038,18212098395352951,Kill invocation to redelivery receipt,,3250,,
historical-532,recovery,R110,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,111,18212098515388594,18212099422143151,Kill invocation to redelivery receipt,,7000,,
historical-533,recovery,R111,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,112,18212099466610512,18212099696544735,Kill invocation to redelivery receipt,,3250,,
historical-534,recovery,R112,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,113,18212100471548926,18212100732192343,Kill invocation to redelivery receipt,,7000,,
historical-535,recovery,R113,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,114,18212100938914448,18212101077302161,Kill invocation to redelivery receipt,,3250,,
historical-536,recovery,R114,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,115,18212101276762120,18212101403429876,Kill invocation to redelivery receipt,,3250,,
historical-537,recovery,R115,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,116,18212101524145317,18212102431391162,Kill invocation to redelivery receipt,,7000,,
historical-538,recovery,R116,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,117,18212102640830320,18212102703937551,Kill invocation to redelivery receipt,,3250,,
historical-539,recovery,R117,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,118,18212102911212478,18212102976747626,Kill invocation to redelivery receipt,,3250,,
historical-540,recovery,R118,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,119,18212103018254392,18212103332153493,Kill invocation to redelivery receipt,,3250,,
historical-541,recovery,R119,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,120,18212104100277773,18212104353827165,Kill invocation to redelivery receipt,,7000,,
historical-542,recovery,R120,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,121,18212105115692381,18212105385068728,Kill invocation to redelivery receipt,,7000,,
historical-543,recovery,R121,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,122,18212105424349012,18212105657922591,Kill invocation to redelivery receipt,,3250,,
historical-544,recovery,R122,redis-periodic,nominal_control,consumer_recovery,data/raw/recovery/summary.jsonl,123,18212105698814308,,Kill invocation recorded; exact observation endpoint unavailable,,500,,
historical-545,recovery,R123,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,124,18212106377782987,18212107348982562,Kill invocation to redelivery receipt,,7000,,
historical-546,recovery,R124,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,125,18212107552549063,18212107699065272,Kill invocation to redelivery receipt,,3250,,
historical-547,recovery,R125,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,126,18212107903299487,18212107971353089,Kill invocation to redelivery receipt,,3250,,
historical-548,recovery,R126,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,127,18212108737674207,18212109049169672,Kill invocation to redelivery receipt,,7000,,
historical-549,recovery,R127,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,128,18212109252781561,18212109328606915,Kill invocation to redelivery receipt,,3250,,
historical-550,recovery,R128,nats-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,129,18212109372944990,18212109599431784,Kill invocation to redelivery receipt,,3250,,
historical-551,recovery,R129,redis-periodic,recovered,consumer_recovery,data/raw/recovery/summary.jsonl,130,18212109641181496,18212109877450979,Kill invocation to redelivery receipt,,3250,,
historical-552,durability,D038,redis-always,timed_failure,timed_publication,data/raw/durability/failed-trials.jsonl,1,,,Unavailable; no duration is imputed,,,,Client confirmation count and timings irrecoverable; retained broker contents are not confirmations
historical-553,main,Tmain089,redis-always,excluded_warmup_failure,warmup,data/environment/main-resume-v2.log,38,,,Unavailable; no duration is imputed,,,,Warm-up/cleanup failure after Tmain088; cleanup masked the primary error; no timed Tmain089 trace
historical-554,durability,D022,nats-always,excluded_warmup_failure,warmup,data/environment/durability-initial.log,22,,,Unavailable; no duration is imputed,,,,Warm-up failed after D021; timed D022 had not begun
historical-555,durability,D031,nats-always,excluded_warmup_failure,warmup,data/environment/durability-resume-first.log,20,,,Unavailable; no duration is imputed,,,,Warm-up failed after D030; timed D031 had not begun
historical-556,durability,D043,nats-always,excluded_operator_interruption,timed_publication,data/environment/operator-cleanup-receipt.txt,1,,,Unavailable; no duration is imputed,,,,Operator interruption; client timings unavailable; later completion is a separate attempt
