id,campaign,block,kind,engine,version,profile,host,publishers,consumers,cpus,seconds,count,payload,compression,trace,recovery,delta_ms,age,kill,seed,pilot,status,error,stage,attempt_records,confirmed_records,unknown_records,throughput_mps,p50_ms,p99_ms,sample_count,mean_ms,max_ms,p99_rank,positions_above_p99,measured_seconds,driver_sample_seconds,driver_mean_cores,driver_quota_percent,driver_throttled_usec,driver_throttled_periods,driver_host_busy_fraction,driver_host_iowait_fraction,broker_sample_seconds,broker_mean_cores,broker_quota_percent,broker_throttled_usec,broker_throttled_periods,broker_host_busy_fraction,broker_host_iowait_fraction,seconds_until_workers_joined,retained_count_at_reconciliation,reset_verified,occupancy,censored,actual_age_ms,observation_seconds,receipt_excess_ms,reference_to_redelivery_ms,redelivery_before_reference,after_nominal_deadline,sync_complete_calls,sync_by_call,sync_errors,sync_mean_ms,sync_p50_ms,sync_p99_ms,sync_max_ms,sync_sum_call_seconds,sync_broker_bracket_seconds,sync_boundary_overlap_calls,sync_calls_per_confirmed_message
F0001,main01,0,publication,nats,2.10.24,memory,nats-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092402,False,complete,,complete,68143.0,68143.0,0.0,4542.825004721403,0.215047,0.312866,68143.0,0.21686676395227797,6.487091,67462.0,681.0,15.000137564,15.000740018,0.4824291995805723,24.121459979028614,0.0,0.0,0.29288919571971006,0.0029340697273041077,15.002474768,0.1795799054264405,8.978995271322026,0.0,0.0,0.06069388440860215,0.0008400537634408602,,,,,,,,,,,,,,,,,,,,,,
F0002,main01,0,publication,redis,7.4.2,memory,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092403,False,complete,,complete,1103486.0,1103486.0,0.0,73565.08438139364,0.205779,0.462642,1103486.0,0.2162400990705708,6.378343,1092452.0,11034.0,15.000132322,15.000591491,1.1077876502383317,55.38938251191659,0.0,0.0,0.6171171171171171,0.0025025025025025025,15.001749364,0.5252955377931217,26.264776889656083,0.0,0.0,0.13752513404825736,0.0008378016085790885,,,,,,,,,,,,,,,,,,,,,,
F0003,main01,0,publication,nats,2.10.24,always,nats-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092404,False,complete,,complete,10488.0,10488.0,0.0,698.7155664768692,22.578393,42.518084,10488.0,22.893541790045767,191.634523,10384.0,104.0,15.010399801,15.010992588,0.059783121918093374,2.9891560959046686,0.0,0.0,0.12350664647484436,0.003365303718660609,15.012724499,0.19044611124319547,9.522305562159774,0.0,0.0,0.08476210438063299,0.045231607629427795,,,,,,,,,,,,,,,,,,,,,,
F0004,main01,0,publication,redis,8.10.2,periodic,redis-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092405,False,complete,,complete,910897.0,910897.0,0.0,60725.50253595964,0.24611,0.56136,910897.0,0.2620871175577578,12.736598,901789.0,9108.0,15.000238153,15.000925757,1.005596404139313,50.27982020696565,0.0,0.0,0.6002338790511192,0.002171734046107584,15.002429369,0.6268719397828348,31.34359698914174,0.0,0.0,0.1412218541657931,0.002599689714453436,,,,,,,,,,,,,,,,,,,,,,
F0005,main01,0,publication,redis,7.4.2,periodic,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092406,False,complete,,complete,83313.0,83313.0,0.0,5554.164061966576,0.176374,0.265312,83313.0,0.1771277313384473,4.71895,82480.0,833.0,15.000097057,15.000692983,0.34662125315760817,17.33106265788041,0.0,0.0,0.2671989128588415,0.004076779344317989,15.002400212,0.11173698716950346,5.586849358475173,0.0,0.0,0.06305703167496549,0.00343110590401272,,,,,,,,,,,,,,,,,,,,,,
F0006,main01,0,publication,nats,2.15.0,always,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092407,False,failed,nats: timeout,measurement,865.0,849.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,18.51140475,864.0,True,,,,,,,,,,,,,,,,,,,
F0007,main01,0,publication,nats,2.15.0,always,nats-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092408,False,complete,,complete,8392.0,8392.0,0.0,559.4628032403326,1.727538,3.298397,8392.0,1.782805818994281,8.849991,8309.0,83.0,15.000103584,15.000824328,0.08685309363753518,4.342654681876759,0.0,0.0,0.11563133018230926,0.0032072923700202567,15.002863262,0.20636767435199996,10.318383717599998,0.0,0.0,0.08859748665573908,0.042113226579245995,,,,,,,,,,,,,,,,,,,,,,
F0008,main01,0,publication,nats,2.10.24,always,nats-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092409,False,complete,,complete,8582.0,8582.0,0.0,572.1114231821597,1.682612,2.765115,8582.0,1.7435597480773717,161.001805,8497.0,85.0,15.000574455,15.00125755,0.0851436618392036,4.25718309196018,0.0,0.0,0.12928270042194093,0.0033755274261603376,15.00297732,0.20216707226216082,10.108353613108042,0.0,0.0,0.07468705368394522,0.03814164496345459,,,,,,,,,,,,,,,,,,,,,,
F0009,main01,0,publication,nats,2.10.24,periodic,nats-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092410,False,complete,,complete,63146.0,63146.0,0.0,4209.195302484636,0.230074,0.377035,63146.0,0.23450286235074322,50.083738,62515.0,631.0,15.001917341,15.002521033,0.42002274058734856,21.001137029367428,0.0,0.0,0.3284558443794113,0.003270786710277156,15.004272341,0.2248638869864139,11.243194349320696,0.0,0.0,0.12223340040241448,0.0014671361502347417,,,,,,,,,,,,,,,,,,,,,,
F0010,main01,0,publication,nats,2.10.24,periodic,nats-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092411,False,complete,,complete,745935.0,745935.0,0.0,49728.341610017975,0.284905,0.866357,745935.0,0.32021796541655956,21.707564,738476.0,7459.0,15.000198596,15.00081841,1.0929338354679807,54.646691773399034,0.0,0.0,0.5746343085106383,0.06382978723404255,15.002032707,1.2394594361418627,61.97297180709314,0.0,0.0,0.1972254721711516,0.02448604379074043,,,,,,,,,,,,,,,,,,,,,,
F0011,main01,0,publication,nats,2.10.24,memory,nats-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092412,False,complete,,complete,886488.0,886488.0,0.0,59098.44515525951,0.242613,0.740505,886488.0,0.2692707120344503,12.392981,877624.0,8864.0,15.00019159,15.000599402,1.1741359480376314,58.70679740188157,0.0,0.0,0.6114162090198036,0.011316358795140622,15.001654112,1.1631286703272579,58.156433516362895,0.0,0.0,0.1856557719635543,0.0012538660871018975,,,,,,,,,,,,,,,,,,,,,,
F0012,main01,0,publication,nats,2.15.0,memory,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092413,False,complete,,complete,912942.0,912942.0,0.0,60862.09737548811,0.241973,0.637371,912942.0,0.2614770034679156,9.406711,903813.0,9129.0,15.000173168,15.000700567,1.1775498698280227,58.87749349140113,0.0,0.0,0.6104825291181364,0.005823627287853577,15.001917726,1.1830496823243277,59.152484116216385,0.0,0.0,0.1938984182630107,0.0007094862484871249,,,,,,,,,,,,,,,,,,,,,,
F0013,main01,0,publication,nats,2.15.0,memory,nats-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092414,False,complete,,complete,64320.0,64320.0,0.0,4287.974995388477,0.228038,0.316462,64320.0,0.22993079275497583,6.408939,63677.0,643.0,15.00008747,15.000760424,0.44863132333163913,22.431566166581955,0.0,0.0,0.2700981236013083,0.0030986400413152006,15.002289015,0.1862944379491412,9.31472189745706,0.0,0.0,0.07431469528040908,0.012322910554111829,,,,,,,,,,,,,,,,,,,,,,
F0014,main01,0,publication,redis,7.4.2,periodic,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092415,False,complete,,complete,875200.0,875200.0,0.0,58345.896104086,0.253787,0.592754,875200.0,0.2728142878096413,10.392421,866448.0,8752.0,15.000198102,15.000747318,1.0037630579866021,50.188152899330106,0.0,0.0,0.620153743315508,0.00267379679144385,15.001980949,0.6199024003306645,30.995120016533225,0.0,0.0,0.1421457862582643,0.002301447819901247,,,,,,,,,,,,,,,,,,,,,,
F0015,main01,0,publication,redis,7.4.2,always,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092416,False,complete,,complete,77608.0,77608.0,0.0,5172.938294260086,3.034948,5.247857,77608.0,3.0893707444206724,11.941339,76832.0,776.0,15.002692007,15.003491991,0.27304590174456805,13.652295087228403,0.0,0.0,0.25937603717225355,0.004646531695984069,15.005530983,0.19892711583360567,9.946355791680283,0.0,0.0,0.07110034255159162,0.04545074776505974,,,,,,,,,,,,,,,,,,,,,,
F0016,main01,0,publication,redis,8.10.2,always,redis-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092417,False,complete,,complete,76453.0,76453.0,0.0,5094.713526948243,3.028245,6.229854,76453.0,3.13624974453584,155.961815,75689.0,764.0,15.006339335,15.006911165,0.27908627924499346,13.954313962249673,0.0,0.0,0.2469401257029441,0.003473370823685081,15.008398749,0.20089631481845432,10.044815740922717,0.0,0.0,0.07806675880554509,0.04280269715625916,,,,,,,,,,,,,,,,,,,,,,
F0017,main01,0,publication,redis,8.10.2,periodic,redis-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092418,False,complete,,complete,84374.0,84374.0,0.0,5624.891757133407,0.175867,0.256701,84374.0,0.17504077232322704,7.595269,83531.0,843.0,15.000110872,15.000637671,0.34193026406577215,17.09651320328861,0.0,0.0,0.29333786539768864,0.003569000679809653,15.002262743,0.12051362057657572,6.025681028828786,0.0,0.0,0.0535264483627204,0.0013853904282115869,,,,,,,,,,,,,,,,,,,,,,
F0018,main01,0,publication,redis,8.10.2,always,redis-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092419,False,complete,,complete,8929.0,8929.0,0.0,595.2347182368115,1.619163,3.223295,8929.0,1.6758512837943764,11.615699,8840.0,89.0,15.000805105,15.001378562,0.057974405245863704,2.8987202622931854,0.0,0.0,0.13635597505477837,0.004213719871902916,15.003116353,0.16739488922898446,8.369744461449223,0.0,0.0,0.09971857016843785,0.037762002772293864,,,,,,,,,,,,,,,,,,,,,,
F0019,main01,0,publication,redis,7.4.2,always,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092420,False,complete,,complete,8921.0,8921.0,0.0,594.6891191091842,1.614649,2.959323,8921.0,1.6772444780854168,180.81494,8832.0,89.0,15.001115227,15.001791676,0.06000883224103239,3.0004416120516195,0.0,0.0,0.10667340748230536,0.003707448601280755,15.003671646,0.16395240165468492,8.197620082734245,0.0,0.0,0.07386601827785697,0.03898717196277354,,,,,,,,,,,,,,,,,,,,,,
F0020,main01,0,publication,nats,2.15.0,periodic,nats-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092421,False,complete,,complete,63665.0,63665.0,0.0,4244.26606539456,0.228322,0.342518,63665.0,0.23233278696301052,34.086732,63029.0,636.0,15.000237737,15.000824229,0.44660085990798926,22.330042995399463,0.0,0.0,0.2838631651693158,0.0032826537664132687,15.003170431,0.22846124529237513,11.423062264618757,0.0,0.0,0.06728995472077813,0.0018447090390742915,,,,,,,,,,,,,,,,,,,,,,
F0021,main01,0,publication,redis,7.4.2,memory,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092422,False,complete,,complete,86617.0,86617.0,0.0,5774.4553930049215,0.168917,0.25155,86617.0,0.17037724152302727,6.738204,85751.0,866.0,15.000029285,15.000601826,0.36246632388947725,18.123316194473862,0.0,0.0,0.25933503836317134,0.003239556692242114,15.001922087,0.07995548790640776,3.997774395320388,0.0,0.0,0.06992216921918153,0.08661812703991965,,,,,,,,,,,,,,,,,,,,,,
F0022,main01,0,publication,nats,2.15.0,periodic,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092423,False,complete,,complete,738387.0,738387.0,0.0,49225.04592480315,0.283807,0.827384,738387.0,0.323459404511443,42.498003,731004.0,7383.0,15.000229784,15.000736674,1.0668492719919602,53.34246359959801,0.0,0.0,0.6031930816564111,0.002161982371528355,15.001933726,1.2285900162361507,61.429500811807536,0.0,0.0,0.18350730688935282,0.004091858037578288,,,,,,,,,,,,,,,,,,,,,,
F0023,main01,0,publication,redis,8.10.2,memory,redis-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092424,False,complete,,complete,74269.0,74269.0,0.0,4951.23268965754,0.200999,0.273283,74269.0,0.19903551473696982,6.296384,73527.0,742.0,15.000102935,15.000811489,0.30900321648592377,15.450160824296189,0.0,0.0,0.2440891308045586,0.0034019391052900155,15.00242681,0.07052125722051765,3.5260628610258826,0.0,0.0,0.06199021207177814,0.004768477851675242,,,,,,,,,,,,,,,,,,,,,,
F0024,main01,0,publication,redis,8.10.2,memory,redis-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092425,False,complete,,complete,1101455.0,1101455.0,0.0,73429.4761714768,0.205795,0.466316,1101455.0,0.21660043383706912,9.754983,1090441.0,11014.0,15.000175099,15.000792177,1.1040231612162812,55.20115806081406,0.0,0.0,0.611379943267145,0.0030035040881027865,15.001902351,0.5296352965176023,26.481764825880116,0.0,0.0,0.16121338912133892,0.015774058577405856,,,,,,,,,,,,,,,,,,,,,,
F0025,main01,1,publication,nats,2.15.0,periodic,nats-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092426,False,complete,,complete,63120.0,63120.0,0.0,4207.998898345889,0.228883,0.335741,63120.0,0.23426755110899924,27.655794,62489.0,631.0,15.000003927,15.000708533,0.4521688415636121,22.608442078180605,0.0,0.0,0.2730722787648784,0.004312575470070726,15.002692239,0.22728560618845872,11.364280309422936,0.0,0.0,0.07513747219074005,0.0013852159677622466,,,,,,,,,,,,,,,,,,,,,,
F0026,main01,1,publication,redis,7.4.2,memory,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092427,False,complete,,complete,1092058.0,1092058.0,0.0,72802.96410890648,0.206293,0.497687,1092058.0,0.21847973961182335,8.812714,1081138.0,10920.0,15.000185959,15.000820311,1.1059871831031893,55.299359155159465,0.0,0.0,0.6157824491157825,0.0028361695028361693,15.002053803,0.5224040056723959,26.120200283619795,0.0,0.0,0.14091936699321778,0.011680482290881688,,,,,,,,,,,,,,,,,,,,,,
F0027,main01,1,publication,redis,8.10.2,always,redis-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092428,False,failed,read tcp 10.42.134.11:42652->10.43.51.219:6379: i/o timeout,measurement,532.0,531.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,12.355909233,532.0,True,,,,,,,,,,,,,,,,,,,
F0028,main01,1,publication,nats,2.15.0,memory,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092429,False,complete,,complete,918179.0,918179.0,0.0,61211.30417498375,0.240045,0.635707,918179.0,0.2599822739988632,10.959448,908998.0,9181.0,15.000154177,15.000678718,1.17303165615336,58.651582807668,0.0,0.0,0.6040279627163782,0.0039946737683089215,15.0018594,1.1922562079204662,59.612810396023306,0.0,0.0,0.19720011666180576,0.0012082829882088246,,,,,,,,,,,,,,,,,,,,,,
F0029,main01,1,publication,nats,2.10.24,always,nats-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092430,False,complete,,complete,3941.0,3941.0,0.0,262.4089490585405,23.738804,224.873816,3941.0,60.96249266785083,3275.199998,3902.0,39.0,15.018542676,15.019080705,0.023761174669045763,1.188058733452288,0.0,0.0,0.0929136509005218,0.00437636761487965,15.021166917,0.07618036643377778,3.809018321688889,0.0,0.0,0.06603931409452111,0.07319113341698034,,,,,,,,,,,,,,,,,,,,,,
F0030,main01,1,publication,redis,7.4.2,periodic,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092431,False,complete,,complete,83646.0,83646.0,0.0,5576.335985893416,0.176293,0.260006,83646.0,0.17657240365349258,11.076937,82810.0,836.0,15.000172194,15.000748724,0.34736719452297654,17.368359726148828,0.0,0.0,0.26186830015313933,0.00272247745448358,15.002395018,0.11506876054981637,5.753438027490819,0.0,0.0,0.0638395654898684,0.0014205138917902653,,,,,,,,,,,,,,,,,,,,,,
F0031,main01,1,publication,nats,2.10.24,periodic,nats-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092432,False,complete,,complete,58828.0,58828.0,0.0,3921.8125354569647,0.232269,0.34483,58828.0,0.2516834615829197,853.381413,58240.0,588.0,15.000207039,15.000815623,0.4149057062242115,20.745285311210576,0.0,0.0,0.2620440467997247,0.0027529249827942187,15.002560607,0.20362064050417206,10.181032025208603,0.0,0.0,0.07636180651654297,0.006919109321927287,,,,,,,,,,,,,,,,,,,,,,
F0032,main01,1,publication,redis,7.4.2,periodic,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092433,False,complete,,complete,909492.0,909492.0,0.0,60631.85074774469,0.252712,0.550285,909492.0,0.26260837784609725,10.134145,900398.0,9094.0,15.00023484,15.000917339,1.013949257653462,50.69746288267311,0.0,0.0,0.5688012038120716,0.0021735495736498914,15.002069069,0.6252615527136259,31.263077635681295,0.0,0.0,0.14514037069578678,0.0031379440190786997,,,,,,,,,,,,,,,,,,,,,,
F0033,main01,1,publication,redis,8.10.2,periodic,redis-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092434,False,complete,,complete,923491.0,923491.0,0.0,61565.24730710331,0.246968,0.548735,923491.0,0.2586082666176527,7.969529,914257.0,9234.0,15.000199632,15.000818364,1.0163448839956901,50.817244199784504,0.0,0.0,0.5819275096041423,0.003674628361449808,15.001944688,0.6271864878642193,31.35932439321096,0.0,0.0,0.15631933687779964,0.002218780089588479,,,,,,,,,,,,,,,,,,,,,,
F0034,main01,1,publication,redis,8.10.2,always,redis-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092435,False,complete,,complete,77497.0,77497.0,0.0,5165.5792070727575,3.043758,5.198109,77497.0,3.093832872640259,10.962076,76723.0,774.0,15.002577038,15.003179503,0.27539662504029966,13.769831252014983,0.0,0.0,0.2540997184031804,0.002981613384131191,15.004963368,0.21523784635740006,10.761892317870004,0.0,0.0,0.07021508075989623,0.04192819482801908,,,,,,,,,,,,,,,,,,,,,,
F0035,main01,1,publication,nats,2.15.0,always,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092436,False,complete,,complete,10169.0,10169.0,0.0,677.451656624419,22.904789,47.595072,10169.0,23.608725627986978,189.93013,10068.0,101.0,15.01066519,15.011306231,0.05775433441026042,2.887716720513021,0.0,0.0,0.12821374558897664,0.003528818685935137,15.012637116,0.19838952856762035,9.919476428381017,0.0,0.0,0.11481931242410284,0.043549265106151334,,,,,,,,,,,,,,,,,,,,,,
F0036,main01,1,publication,nats,2.15.0,periodic,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092437,False,complete,,complete,768069.0,768069.0,0.0,51203.90493088572,0.281978,0.766498,768069.0,0.31097054364125937,19.205191,760389.0,7680.0,15.000203618,15.000761551,1.109109557100512,55.455477855025606,0.0,0.0,0.5797872340425532,0.0026595744680851063,15.001909155,1.2614799759464348,63.07399879732174,0.0,0.0,0.18669277560203315,0.0016665277893508875,,,,,,,,,,,,,,,,,,,,,,
F0037,main01,1,publication,redis,7.4.2,memory,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092438,False,complete,,complete,89404.0,89404.0,0.0,5960.266731434898,0.164819,0.24959,89404.0,0.16516426312021829,4.718922,88510.0,894.0,14.999999837,15.000589244,0.34704510038379127,17.352255019189563,0.0,0.0,0.30261815708942535,0.002890173410404624,15.002217385,0.07566028213501988,3.783014106750994,0.0,0.0,0.06774920687927868,0.19084989146769077,,,,,,,,,,,,,,,,,,,,,,
F0038,main01,1,publication,redis,8.10.2,periodic,redis-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092439,False,complete,,complete,72271.0,72271.0,0.0,4818.066448890063,0.202441,0.283023,72271.0,0.2045391870044696,31.10679,71549.0,722.0,15.000000678,15.000595716,0.31647656465645396,15.823828232822699,0.0,0.0,0.23864602823609457,0.0030617451947610136,15.001772615,0.1073514471476343,5.3675723573817145,0.0,0.0,0.08489659494464173,0.0457489032797159,,,,,,,,,,,,,,,,,,,,,,
F0039,main01,1,publication,nats,2.10.24,memory,nats-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092440,False,complete,,complete,894054.0,894054.0,0.0,59602.89884739207,0.242508,0.707033,894054.0,0.26700949445446714,17.546067,885114.0,8940.0,15.000176456,15.000767611,1.171900962395357,58.595048119767846,0.0,0.0,0.607464178607131,0.002165944685104965,15.002046197,1.1665543999924266,58.32771999962133,0.0,0.0,0.19943458196482766,0.022242547707146718,,,,,,,,,,,,,,,,,,,,,,
F0040,main01,1,publication,redis,7.4.2,always,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092441,False,complete,,complete,37311.0,37311.0,0.0,2487.1006638389567,3.132275,32.554243,37311.0,6.4290959663906415,511.268694,36938.0,373.0,15.001805332,15.002415421,0.1433764457014765,7.1688222850738255,0.0,0.0,0.16895053475935828,0.0030080213903743314,15.00409273,0.10928264904158586,5.464132452079292,0.0,0.0,0.055922980326496445,0.05052323147760569,,,,,,,,,,,,,,,,,,,,,,
F0041,main01,1,publication,nats,2.10.24,memory,nats-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092442,False,complete,,complete,69356.0,69356.0,0.0,4623.699538405161,0.213523,0.320038,69356.0,0.2130945272074497,6.849411,68663.0,693.0,15.000109636,15.000646426,0.4737915152563973,23.689575762819864,0.0,0.0,0.30058803182289867,0.002421307506053269,15.002119245,0.18343341730983556,9.171670865491778,0.0,0.0,0.0715096958734699,0.0008412905396878813,,,,,,,,,,,,,,,,,,,,,,
F0042,main01,1,publication,redis,8.10.2,memory,redis-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092443,False,complete,,complete,1084779.0,1084779.0,0.0,72317.97447362679,0.204473,0.496255,1084779.0,0.21995051065424584,12.754161,1073932.0,10847.0,15.000129745,15.000571539,1.0854013100547102,54.27006550273551,0.0,0.0,0.6324486730095142,0.00200300450676014,15.001671968,0.523357730841432,26.1678865420716,0.0,0.0,0.13907978545088837,0.005028494803888703,,,,,,,,,,,,,,,,,,,,,,
F0043,main01,1,publication,nats,2.15.0,always,nats-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092444,False,complete,,complete,4135.0,4135.0,0.0,275.6521451278932,1.793913,17.610761,4135.0,3.62248456396615,556.450339,4094.0,41.0,15.00079021,15.002598898,0.048011814812700455,2.400590740635023,0.0,0.0,0.15273095077545515,0.0037086985839514496,15.005268463,0.1042299245665952,5.21149622832976,0.0,0.0,0.05870759424665577,0.04818216127814819,,,,,,,,,,,,,,,,,,,,,,
F0044,main01,1,publication,nats,2.15.0,memory,nats-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092445,False,complete,,complete,68030.0,68030.0,0.0,4535.311384845063,0.21538,0.337506,68030.0,0.2173779019550211,5.773572,67350.0,680.0,15.000072592,15.000615355,0.46529657849492934,23.264828924746467,0.0,0.0,0.3062736987245777,0.0029300241296104793,15.002192623,0.20009088507488632,10.004544253744315,0.0,0.0,0.10180347210517444,0.0008427439743805831,,,,,,,,,,,,,,,,,,,,,,
F0045,main01,1,publication,redis,7.4.2,always,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092446,False,complete,,complete,9143.0,9143.0,0.0,609.5034698168912,1.594299,2.239481,9143.0,1.636494641911847,117.000282,9052.0,91.0,15.000734947,15.001314816,0.06338324417976136,3.169162208988068,0.0,0.0,0.10551154559244902,0.0028653295128939827,15.003036299,0.16885928618121515,8.442964309060757,0.0,0.0,0.06404395420039424,0.03841798431405444,,,,,,,,,,,,,,,,,,,,,,
F0046,main01,1,publication,nats,2.10.24,always,nats-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092447,False,complete,,complete,8602.0,8602.0,0.0,573.4292921127801,1.667598,3.228893,8602.0,1.7393557993489923,134.734105,8516.0,86.0,15.000977659,15.00177294,0.08600410132590634,4.300205066295317,0.0,0.0,0.12842176410949646,0.0027036160865157146,15.003673302,0.211562791065097,10.57813955325485,0.0,0.0,0.07139551516681392,0.037065084774285835,,,,,,,,,,,,,,,,,,,,,,
F0047,main01,1,publication,redis,8.10.2,memory,redis-current,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092448,False,complete,,complete,86146.0,86146.0,0.0,5743.038329366942,0.169354,0.249149,86146.0,0.17117868819213908,7.396817,85285.0,861.0,15.000074013,15.000579979,0.37057373833425433,18.528686916712715,0.0,0.0,0.254855195911414,0.002385008517887564,15.002074258,0.07869071834319671,3.9345359171598355,0.0,0.0,0.06138514362281216,0.0005862155598358596,,,,,,,,,,,,,,,,,,,,,,
F0048,main01,1,publication,nats,2.10.24,periodic,nats-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092449,False,complete,,complete,733595.0,733595.0,0.0,48905.57016517128,0.283599,0.916733,733595.0,0.3256066793912116,29.67852,726260.0,7335.0,15.000234074,15.000527388,1.0652047482532152,53.26023741266076,0.0,0.0,0.6033538103934916,0.0018263323924954341,15.001593085,1.22461580552863,61.2307902764315,0.0,0.0,0.1922916144135106,0.009405568096313018,,,,,,,,,,,,,,,,,,,,,,
F0049,main01,2,publication,redis,7.4.2,always,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092450,False,complete,,complete,886.0,886.0,0.0,59.021195592570955,10.781664,36.648335,886.0,16.93633916027088,4182.712149,878.0,8.0,15.011556291,15.012109223,0.009718621003401156,0.48593105017005783,0.0,0.0,0.0919656392117231,0.0033687047330301497,15.01391937,0.02127086153387275,1.0635430766936376,0.0,0.0,0.051054940463756006,0.09663672446208481,,,,,,,,,,,,,,,,,,,,,,
F0050,main01,2,publication,redis,7.4.2,periodic,redis-old,1,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092451,False,complete,,complete,82805.0,82805.0,0.0,5520.292108159889,0.177166,0.266265,82805.0,0.17831953156210342,7.895138,81977.0,828.0,15.000112019,15.000712068,0.3521576159887132,17.60788079943566,0.0,0.0,0.26021102791014294,0.0025527569775357388,15.002468023,0.11682511152918455,5.841255576459227,0.0,0.0,0.08196106224204777,0.0022512194105140286,,,,,,,,,,,,,,,,,,,,,,
F0051,main01,2,publication,nats,2.15.0,periodic,nats-current,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092452,False,complete,,complete,747788.0,747788.0,0.0,49851.71011542696,0.286793,0.782521,747788.0,0.3194166160676576,25.311337,740311.0,7477.0,15.0002477,15.000796172,1.1027710669702713,55.13855334851356,0.0,0.0,0.5735171955474331,0.001993686658913441,15.002013872,1.2430652417143693,62.15326208571847,0.0,0.0,0.19215031315240083,0.008684759916492693,,,,,,,,,,,,,,,,,,,,,,
F0052,main01,2,publication,redis,7.4.2,periodic,redis-old,16,0,2,15,65536,compressible,inherited,False,,250,0.1,True,2026092453,False,complete,,complete,924144.0,924144.0,0.0,61608.714391159614,0.248076,0.5354,924144.0,0.2584280385502696,6.391305,914903.0,9241.0,15.000215621,15.000717342,1.0205574607513326,51.02787303756663,0.0,0.0,0.5785165385900435,0.0023387905111927833,15.001782996,0.6220427266870991,31.102136334354956,0.0,0.0,0.1393353423740164,0.0038088062949941403,,,,,,,,,,,,,,,,,,,,,,
